moving_unscreened_5,moving_unscreened_10,moving_unscreened_21,moving_screened_5,moving_screened_10,moving_screened_21,circular_unscreened_5,circular_unscreened_10,circular_unscreened_21,circular_screened_5,circular_screened_10,circular_screened_21,stationary_unscreened_5,stationary_unscreened_10,stationary_unscreened_21,stationary_screened_5,stationary_screened_10,stationary_screened_21
2.854169006347849,6.348370973413481,3.665895480655187,4.767387210634632,6.608887571947593,4.198602280963389,3.3880688276883295,2.360530775652478,2.5640388307424815,4.942410818644382,2.8375372949659474,3.23906587066381,3.1176650232887595,2.2507813196772406,3.634700205252668,3.529050614495165,2.8258727649949194,4.070346998351991
2.182256152251033,2.63799976120734,3.0877613125844614,2.7654072675204313,2.6757253940763466,3.991356760336505,7.043900400713615,3.3123651901106475,4.172598233050008,7.292281290322033,3.4709981848849947,4.269655271217146,2.393816624292321,1.7912365437111313,1.8195139276399133,2.9105231816170973,2.570904393747697,2.415402871346171
6.9277393334656,2.7613740560830164,3.585435367462512,7.162156977055511,3.4315833534308764,5.258985764387378,6.843597461461557,2.0850013509861434,1.846167782458955,6.850958884898725,2.4774475586162,2.8315089150655255,5.463742992645464,2.4627476014695038,5.753496477914267,5.590053449861805,2.6944871347291515,5.754952604298574
4.93706436857031,1.5250441587111605,2.3104771673235307,6.392266244742671,1.9499073346668567,2.576600465786634,5.379440479212237,2.878692622416219,3.9965731971877028,6.600075396961916,3.0402695026402706,4.035565075448271,3.7559505283139356,3.5755541164749594,7.032021149234533,4.4039916733556925,4.070043983716064,8.418869767752083
2.324477433355629,3.5261049236329205,0.7217252567449348,2.807334113639255,3.6869389675243025,1.4520827752735928,2.2448029637534446,3.2030882824831837,1.5390669806946224,2.430170554342697,3.2536036618209203,1.905758243292537,2.257886399073881,1.864383906620423,4.563838837103788,2.6511728919608006,2.6354471862121054,4.762326680797318
2.7404014021133913,3.571726653076812,4.6426048949361345,3.545951391586127,4.1239944721216,5.0221676394384716,2.0454674352931783,3.411582875393476,5.081066305009295,2.5334412312116097,3.5018692796581963,5.165974462632528,7.233325881302596,3.3392581794117953,1.638819370904331,7.695489506841447,4.390607379166195,2.206894687131091
3.5804474856799215,2.1511951744687643,3.704452631355864,3.7572208217786254,2.5505641193259634,5.348441706775133,4.225119270560633,3.720961691269485,4.466577827593599,4.761543971777404,4.478449681904843,4.432908433488243,7.050815382443411,6.7454650251708665,2.6855248744052536,7.535876004680776,6.896770100488487,3.201646359164768
1.1096097257836666,2.6416167800876957,2.952681534655057,1.817144152417416,2.984462078689189,3.2582116976078423,1.494809807133925,3.3381947476263396,2.887988434411555,1.8208080031618206,3.844239651564553,2.9528064240203737,4.01881202545819,5.009499438838937,2.57570803021046,4.039558780147025,5.58979238009968,3.858368599666893
2.866628365995453,1.7037661225313587,3.4026857368110166,3.0684057756911667,2.4537007096838765,4.000827889368132,9.530751332413512,2.0059042164403036,4.4237062700880445,10.26246831337355,1.9445478862088659,4.645099308739632,4.70291312065689,7.223481138744853,1.83706551941675,4.805466990752741,7.297346465991579,2.8592192889978945
6.587571164984451,4.739753936761298,3.113598327235375,6.871325698472004,4.912859537487167,4.792078123821181,5.691517207173561,4.956562984517063,3.2550822413946325,5.832419749350165,5.640512921365306,3.8701986046586097,3.9302172418875356,2.164908755097705,1.2904035165712369,3.9338215650313697,2.64597613372007,1.5373942778975656
3.1607640097934104,2.3550185866182254,2.1536011985802843,3.3456455450864966,3.0166429077288752,2.9241516981917863,3.4214017638313856,2.6532865489493087,3.72697803689341,4.117081737980679,3.066498226809291,5.209257844996794,4.665585751199852,6.537665529900473,5.137693266630659,5.029645402000181,8.36714335639824,5.205444316469551
1.6313637470537812,3.231706177222666,5.342555558162806,1.704489655987401,3.221331867981647,5.373096585722826,1.7759595273168913,3.6052606451035074,3.1490435572488686,1.8812883678793633,4.423199798393917,3.4364051203191,4.007407403277923,2.0018202921768213,3.5013096179248073,4.439048238007127,1.9847499131175583,4.247600024083188
3.524338526855766,2.8775324379723997,3.3524620352919303,3.7662284924132763,3.3975886083402087,3.5216192452867823,3.462747324418677,4.428890658866865,3.446232367329072,3.537637537598552,5.9023486910327145,4.064970557087165,2.9268190953402526,2.372937388137216,3.203443763562526,4.2144865955288635,3.2740786925268,3.9640569681288733
2.101386438285119,3.8827416572240754,1.9220501210625363,2.3851922722899985,5.440320960194316,2.349861302969494,1.6088065549475188,2.805318397654826,2.6922080642447894,1.7819554769178472,4.872544751325476,2.6321373756178583,2.2382037499556646,2.875741441575921,1.298299648564582,2.741019305507449,3.6267606858327945,1.7326679943116592
1.3072337076837262,4.503719473578795,1.4842847013190659,1.7355988034784755,4.463116359561646,2.4318751405389314,1.1062982601289113,5.7646220719272465,2.745806793811074,1.4434498472776014,6.500112912281498,3.8687954426667908,1.7028810149860756,16.35908952063376,1.2005383508708252,2.1094202610975286,16.678965114297657,1.5012689191362958
3.198297302844435,4.138408913096498,1.9316781746927276,3.678347727212218,4.422718364585047,2.2745705965329015,3.335179265972287,3.495207568213607,1.5220387840049479,3.7734332167834572,4.279406370138571,1.7924630568686866,2.2078297762570003,3.179486240912023,4.13300719406259,3.271742270140292,3.1492134560361613,4.07538478619209
2.8700017697014997,3.0460227237503443,1.9108183574452082,3.3826791609555094,3.8206413842148748,2.213733390240496,1.6356551771406267,2.020001784315966,3.1877866234455383,1.993387370918497,2.5720061717973812,3.6700994636109185,2.883762394475128,3.8949323689326696,3.7410654448011997,3.203033322867051,3.910753252373589,4.072784530280924
1.240583091386643,2.262565920888026,1.3851040752953878,2.13065891232181,3.0049136726811683,1.9352225524406996,1.125682305080929,3.6022380480727576,1.914574606204648,1.7863834556052949,4.236634414518668,2.240209730723806,4.9751915186202655,2.5425533659202313,3.4688351012910816,5.869393455210263,3.014849330035816,3.523928939159289
3.2849655714015387,2.154635557121743,2.6922516764277384,3.4881872154249676,2.754516660035345,3.156287129671518,6.042158784988779,2.3139020719424126,1.9701413851235596,6.21613532909009,2.626615183118119,2.235406317767839,2.074216262124067,2.7263908647181734,1.9051847245738955,3.038299233042067,3.4871563528294063,2.6471650902469017
